#,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL,STD_DEV
114,Chester Rogers,WR,FA,6.2,2.2,6.6,6.3,3.5,0.7,0,0,0,0.9,2.1,0.2,0,1.3,3,0.3,1.3,0.4,2.2,35,2.224915035
115,Chris Moore,WR,ARI,0,0,0,0,16.9,1.4,0,1.6,0.4,0,1,0.4,0,0,0,4,0,9.8,3.5,34.7,4.304236357
116,Cyril Grayson Jr.,WR,FA,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9.5,14.1,0,11.5,34.6,4.368772464
117,Quintez Cephus,WR,HOU,9.2,12.3,0.8,8.3,3.8,0,0,0,0,BYE,0,0,0,0,0,0,0,0,6.9,34.4,3.837053007
118,Cam Sims,WR,FA,1.7,0,2.2,0,0,0,0,2,0,1,7.9,0,0,12.9,1.3,0,4.8,0,2.8,33.8,3.356677517
119,Rashard Higgins,WR,FA,0,2.7,2.4,6.3,8.9,0,0.2,2.7,0,0,1.7,0,0,0,2.4,5.8,0.8,0,2.8,33.5,2.564338771
120,Malik Turner,WR,SF,0,0,0,0,0,0,0,0,15.3,0.7,1.1,0,1,0,0.6,14.2,0,0,4.7,32.9,4.586551059
121,Ashton Dulin,WR,IND,0,1,0.7,1.7,1.3,0.7,0,0,2.3,1.6,0,12.2,6.2,BYE,3.9,2.3,0,0,2,32.5,3.015542208
121,Isaiah McKenzie,WR,NYG,0.3,0.1,0.8,0,0,0.8,0,0,1,8.9,2,0,0,0.5,1.5,18.4,0.9,1.9,2.2,32.5,4.438485589
123,Brandon Zylstra,WR,FA,0,10.4,0,6.3,0,3.2,0,0,0,1.8,0.7,2.4,0,4.5,1.7,0,0,0,2.6,31,2.762156073
124,John Ross,WR,PHI,0,0,0,13.7,1.3,0,2.7,7.2,0,0,1.6,2.8,0,0.7,0,0,0,0,3.3,30,3.410767265
125,Jakeem Grant Sr.,WR,ATL,0,2,0,2.7,0,0,0,0,2,0,1.7,2.5,12.2,17.1,1.7,0,0,0,1.9,28.5,4.540167099
126,Isaiah Ford,WR,FA,0,0,0,0,0.3,0,7,0,0,8.4,0,1.1,6.2,0,5.1,0,0,0,3.1,28.1,2.803200332
127,Greg Ward,WR,IND,0,0,7.5,7.5,0,0,0,0,0,0,0,0,0,BYE,8.8,0,3.5,0.3,2.8,27.6,3.043513722
128,Tavon Austin,WR,FA,0,0,0,0.8,5.4,0,0,0.5,0,0,0.2,8.1,0.9,1.7,1.1,8.9,0.2,0,2.3,27.4,2.758063375
128,DJ Chark Jr.,WR,LAC,14.6,1.9,10.9,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,9.1,27.4,4.140315753
130,Ray-Ray McCloud III,WR,ATL,0,0,3.3,0.2,0.1,1.8,0,1,0.8,6.3,1.7,0,0.7,3.2,0,2.5,3.5,3.7,1.7,27.2,1.751824446
131,Ihmir Smith-Marsette,WR,CAR,0,0,0,0,0,0,0,0.6,0,0,0,0,BYE,0,6.7,0,0,16.3,3.9,23.6,4.045168847
132,Kendall Hinton,WR,FA,0,1.5,0,1.3,8.5,3.7,1.5,0,4,0,0,0,0.7,0,0,0,2.3,0,2.1,23.5,2.150315797
133,Anthony Schwartz,WR,MIA,8.6,0,0,0,0,0.8,2,0,1.5,0,0,0,0,BYE,0,8.9,0,1.6,1.8,23.4,2.769695123
134,Albert Wilson,WR,FA,0,2,0,1.1,0,1.4,0,0,1.1,10.6,1.5,1.7,2.6,0,1,0,0,0,2.3,23,2.406601005
134,Tajae Sharpe,WR,FA,0,0.8,0.6,1.5,5.3,0,1.8,5.8,1.2,0,2.1,2.2,1,0.7,0,0,0,0,1.6,23,1.683434174
136,Breshad Perriman,WR,FA,0,0,0,0,0,0,0,0,0,0,1.6,0,0.5,11.8,0,0,4.1,4.4,4.5,22.4,2.890063864
137,Parris Campbell,WR,PHI,2.4,0,0.9,2.2,5.6,11.1,0,0,0,0,0,0,0,BYE,0,0,0,0,3.7,22.2,2.838697006
138,James Proche II,WR,CLE,0,0,2.9,7.4,1.5,0,0,0,0,0,0,0,BYE,0,0.8,7.6,0,0,2.9,20.2,2.423143887
139,JuJu Smith-Schuster,WR,FA,5.2,10.4,2.5,1.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19.8,2.595294888
140,Noah Brown,WR,HOU,0,0,0.9,0,3.6,4.7,0,0.7,0,1.8,0,5.3,1.4,0,0,0,0,0,1.8,18.4,1.68046143
141,Dee Eskridge,WR,SEA,2.8,0,0,0,0,0,0,0,BYE,0.4,0,1,9.5,0,0,1.7,3.7,0,2.3,18.3,2.35610082
142,Mohamed Sanu Sr.,WR,FA,0.7,0,3.6,3.5,1.9,0,1.6,5.9,0.5,0,0,0,0,0,0,0,0,0,2.2,17.7,1.658731108
142,KhaDarel Hodge,WR,ATL,0,0,0.9,1.3,3.7,0.9,0.3,0,0,0,0,0,0.9,0,0,2.1,7.6,0,1.5,17.7,1.865848035
144,N'Keal Harry,WR,MIN,0,0,0,1,0.9,0,2.8,3,0,2.6,1.4,0,2,0,5.2,1.5,0,0,1.6,16.4,1.444145268
145,Kristian Wilkerson,WR,LV,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,16.2,0,16.2,16.2,3.811764706
146,Dyami Brown,WR,WAS,0.2,3.4,0.4,1.9,0,3,0,0,BYE,0,0,0,0.6,0,0,5.3,2.5,0,1.6,16.1,1.561761936
147,Marcus Johnson,WR,FA,0,0,0,0,5.2,0,0.5,0.8,0.7,10,0,0,0,0,0,0,0,0,2.3,15.8,2.494265027
148,Terrace Marshall Jr.,WR,CAR,2.6,1.7,4.8,0.2,1.4,0.9,0,0,0,2,0,0,BYE,0,0,0.6,1.6,0,1.3,15.8,1.277297103
149,Dante Pettis,WR,CHI,0,0,0,0,0,4.8,10.5,0,0,BYE,0,0,0,0,0,0,0,0,5.1,15.3,2.651525643
150,Trent Sherfield Sr.,WR,MIN,8.3,0.9,0,0,0,0,0.9,0,0,0,0,0.5,1.6,0,0,0,1.2,1.3,1.2,14.7,1.892162196
151,Scotty Miller,WR,PIT,0,0,1.1,0,0,0,BYE,0,0,0,0,0,0,0,1.8,0,0,11.2,2.4,14.1,2.636790542
152,Ben Skowronek,WR,HOU,0,0,0,0,0,0,0,3,0,0.8,0,0,3.5,0,4.2,0,1.8,0,1.1,13.3,1.352831963
152,Denzel Mims,WR,JAC,4,0,0,0,3.3,0,0.6,3,2,0,0,0,0.4,0,0,0,0,0,1.3,13.3,1.303473517
154,Kenny Stills,WR,FA,0,0,1.7,0,1.8,0,0,0,9,0,0,0,0,0,0,0.4,0,0,1.8,12.9,2.082266393
155,Tom Kennedy,WR,DET,0,0,0,0,0,1.5,0,0,BYE,0,0,0,0,0.7,0,1.6,0,8.6,1.8,12.4,2.032316761
156,Equanimeous St. Brown,WR,NO,0,0,0,0,0,0,1.3,1.2,0,0,5.4,0.7,0,0,0,1,1.4,2.2,0.9,11.2,1.310216267
156,Jeff Smith,WR,FA,0,3.5,1.3,0,0,0,0,0.9,4,0,0,0,0,0,0,0,1.3,0.2,1.2,11.2,1.190497354
158,Phillip Dorsett II,WR,DEN,0,0,0,0,0,0.3,0,0,0,0,BYE,0,0,0.9,4.3,5.5,0,0,2.2,11,1.581554577
159,Dez Fitzpatrick,WR,PIT,0,0,0,0,0,0,BYE,0,0,0,9.5,1.4,0,0,0,0,0,0,3.6,10.9,2.238975297
160,Collin Johnson,WR,CHI,0,0,5.1,0,0,2.1,0.7,1,0,BYE,0,0,0,0,1.6,0,0,0,1.3,10.5,1.283027346
161,Trinity Benson,WR,FA,1.9,2.4,0,1.2,0,0,0,0,0,1.7,0,0,0,0,0,0,3.1,0,1.5,10.3,0.983647156
162,Chris Hogan,WR,FA,7,1.6,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10.1,1.635420058
162,Shi Smith,WR,FA,0,0,0,0,0,2,0.3,0.2,0,0,0,0,0,0,0,8.6,0,0,2,10.1,1.989486254
164,Auden Tate,WR,FA,0,0,1.4,1.8,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,2.5,9.9,1.574889767
165,Josh Gordon,WR,FA,0,0,0,0,1.1,0,0,0,0,0,0.7,0,0,6.9,0,0,0.5,0,1,9.2,1.578638263
166,Cameron Batson,WR,FA,0,0,1.3,6.2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,9,1.450670343
167,Anthony Miller,WR,BAL,0,0,8,0.3,0,0,0,BYE,0,0,0,0.2,0,0,0,0,0,0,2.8,8.5,1.87679326
168,Dezmon Patmon,WR,FA,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,7.4,0,0,2,8.1,1.693205376
169,Preston Williams,WR,FA,0,0.2,0,0,6.7,0,0.5,0,0,0,0,0.4,0,0,0,0,0,0,1.3,7.8,1.526797665
170,Andre Roberts,WR,FA,0,1.5,0,0,0,0,0,0,0.9,0,0.4,0,0,0,0.6,0,6,2,0.5,7.4,1.42126704
171,KJ Hamler,WR,BUF,4.1,0.5,2.8,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,2.5,7.4,1.129258568
172,Dede Westbrook,WR,FA,1.1,0,0,1.7,1.8,1.3,0,0,0,0,0.7,0,0.2,0,0,0,0.4,0,0.5,6.8,0.6164414
173,Dax Milne,WR,LV,0,0,0,0,0.6,0,1.6,2.2,0,0.2,0.5,0,0,0,0.2,1.4,0.1,0,0.7,6.4,0.645114594
174,Ja'Marcus Bradley,WR,FA,0,0,0,0,0,0,0,0,0,0,4.6,1.8,0,0,0,0,0,0,1.6,6.4,1.108663972
175,Brandon Powell,WR,MIN,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,6,0,0,1,6,1.411764706
176,Penny Hart,WR,FA,0,0,0.7,0,1.9,1.2,0,0,0,0,0,0,0.1,1.6,0,0,0.6,0,0.5,5.9,0.596414182
177,C.J. Board,WR,FA,0.6,0.6,3.8,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.7,0.877021474
178,Jason Moore Jr.,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,5.6,5.6,1.282743972
178,Amari Rodgers,WR,FA,1.9,0,0,0,0,1.4,0,1.8,0,0,0,0,0,0,0,0,0,0.5,0.4,5.6,0.63760741
180,Alex Erickson,WR,FA,0,0,2.5,0,0,1.7,0,0,0,0,0,1.3,0,0,0,0,0,0,0.3,5.5,0.712953343
181,Jaelon Darden,WR,CLE,0,0,0,0,0,0,1.1,1.1,0,2.9,0.3,0,BYE,0,0,0,0,0,0.6,5.4,0.735835095
182,Mike Thomas,WR,FA,0.5,0,1.9,0,0,0,0,0,1.6,0,1.2,0,0,0,0,0,0,0,0.7,5.2,0.594314628
183,William Fuller V,WR,FA,0,0,4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,4.6,0.918466247
184,Trent Taylor,WR,SF,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,4.1,1,4.1,0.964705882
185,Gunner Olszewski,WR,NYG,0,0,0,0,0,0,2.2,0,0,BYE,0,0,0,0,0,0.9,0.9,0,0.3,4,0.569768969
186,Greg Dortch,WR,ARI,0,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,3.4,0.5,0.8,3.9,0.801296527
187,Willie Snead IV,WR,MIA,0,1.4,0,1.5,0.3,0,0,0,0.6,0,0,0,0,BYE,0,0,0,0,0.5,3.8,0.473447198
187,Kevin White,WR,FA,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,1,3.8,0.87043341
187,Juwann Winfree,WR,IND,0,0,0,0,0,0,0,3,0,0,0,0,0,BYE,0,0,1.2,0.4,0.8,3.8,0.741829777
187,Curtis Samuel,WR,BUF,0,0,0,1.9,0.8,0,BYE,0,0,0,0,1.3,0.2,0,0,0,0,0,0.8,3.8,0.53919073
191,Pharoh Cooper,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0.9,2.1,0.6,0,0,0,0,0.5,3.6,0.519615242
191,D.J. Montgomery,WR,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,1.8,3.6,0.824621125
193,J.J. Arcega-Whiteside,WR,FA,0,0,0,0,0,0,0,0,0,0,2.3,1.3,0,0,0,0,0,0,0.5,3.6,0.589726867
194,Trenton Irwin,WR,CIN,0,0,0,2.5,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0.9,0.7,3.4,0.612612535
194,Seth Williams,WR,JAC,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,3.4,0,3.4,3.4,0.8
196,Cody Hollister,WR,FA,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0.6,0.5,0,0,0,1.1,3.3,0.518812747
196,Cody White,WR,SEA,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0.6,3.3,0.518812747
198,KJ Hill Jr.,WR,FA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0.687184271
199,Jake Kumerow,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,1.5,0.4,2.8,0.441238437
200,Mike Strachan,WR,CAR,2.6,0,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,1.3,2.6,0.611764706
201,Christian Blake,WR,FA,0,0.8,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.3,2.5,0.331895045
202,Marcus Kemp,WR,FA,0,0,0,0,0,0,0.8,0,0,1.6,0,0,0,0,0,0,0,0,0.2,2.4,0.4
203,Tylan Wallace,WR,BAL,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0.5,1.8,0,0,0.2,2.3,0.432422964
203,Dazz Newsome,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3,0.8,2.3,0.364852414
205,David Sills,WR,DEN,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0.5,1.2,0,0.4,1.7,0.299018001
205,Keith Kirkwood,WR,BAL,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0.6,1.7,0.38940442
205,Davion Davis,WR,WAS,0,0,0,0,0,0,0,0,BYE,0,0,0,0,1.7,0,0,0,0,0.9,1.7,0.4
208,Tyron Billy-Johnson,WR,DAL,0.6,0,0,0,0,0,BYE,1,0,0,0,0,0,0,0,0,0,0,0.2,1.6,0.266724331
209,Stanley Morgan Jr.,WR,NO,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,1.1,0.1,1.4,0.25724082
209,Frank Darby,WR,FA,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0.4,1.4,0.320685993
209,Tyrell Williams,WR,FA,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.4,0.320685993
212,Andy Isabella,WR,BUF,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,1.3,0,0,0,0.4,1.3,0.305882353
212,Kirk Merritt,WR,FA,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,1.3,1.3,0.297779851
214,C.J. Saunders,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,1.1,0.251967566
215,Jaydon Mickens,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,1,0.229061424
215,Marvin Hall,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.229061424
215,Tarik Black,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.229061424
218,Tommylee Lewis,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.4,0.7,0.160342997
219,Miles Boykin,WR,NYG,0,0,0,0,0,0.6,0,0,0,BYE,0,0,0,0,0,0,0,0,0.3,0.6,0.141176471
220,Keke Coutee,WR,FA,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.114530712
220,Easop Winston Jr.,WR,SEA,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0.5,0,0,0,0,0.2,0.5,0.117647059
222,Maurice Ffrench,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.2,0.3,0.068718427
223,River Cracraft,WR,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Jordan Veasy,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Quinton Bell,WR,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0
223,Mason Kinsey,WR,TEN,0,0,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0
223,John Brown,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Landen Akers,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Josh Hammond,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Cody Thompson,WR,TB,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0
223,Antonio Gandy-Golden,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Jalen Camp,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Osirus Mitchell,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Kawaan Baker,WR,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0
223,Justin Hardee Sr.,WR,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Ryan Switzer,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Devin Smith,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Vyncint Smith,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Rodney Adams,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Brandon Smith,WR,NYJ,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Dan Chisena,WR,ARI,0,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0
223,Nsimba Webster,WR,CHI,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0
223,David Moore,WR,CAR,0,0,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0
223,Dillon Stoner,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,John Hightower,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Tyrie Cleveland,WR,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0
223,Allen Hurns,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Tutu Atwell,WR,LAR,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0
223,JoJo Natson,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Daurice Fountain,WR,DET,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0
223,Damion Ratley,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Isaiah Coulter,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Marquez Stevenson,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Matt Cole,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Michael Bandy,WR,DEN,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0
223,Geronimo Allison,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Matthew Slater,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Alex Bachman,WR,LV,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0.3,-0.2,-0.3,0.070588235
259,Malik Taylor,WR,NYJ,1.4,0,0,0,0,BYE,0,0,2,0,0,0,0,0,0,0,0,0,-0.1,-0.6,0.557304437
260,Racey McMath,WR,DAL,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0.9,2.1,0,0,0,-0.2,-1.2,0.525277979
261,Travis Benjamin,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-0.4,-2,0.458122847
261,J.J. Koski,WR,FA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-0.7,-2,0.458122847
263,Diontae Spencer,WR,FA,0,0,0.3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,-0.3,-4.3,0.626399667
