Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
1,Xavier Ubosi*,UAB,CUSA,14,35,837,23.9,8,0,0,,0,35,837,23.9,8,xavier-ubosi-1
2,Emanuel Hall*,Missouri,SEC,9,37,828,22.4,6,0,0,,0,37,828,22.4,6,emanuel-hall-1
3,Hakeem Butler*,Iowa State,Big 12,13,60,1318,22.0,9,0,0,,0,60,1318,22.0,9,hakeem-butler-1
4,D.K. Metcalf,Ole Miss,SEC,7,26,569,21.9,5,0,0,,0,26,569,21.9,5,dk-metcalf-1
5,Justyn Ross*,Clemson,ACC,15,46,1000,21.7,9,0,0,,0,46,1000,21.7,9,justyn-ross-1
6,Tamorrion Terry,Florida State,ACC,12,35,744,21.3,8,0,0,,0,35,744,21.3,8,tamorrion-terry-1
7,Josh Palmer,Tennessee,SEC,12,23,484,21.0,2,5,27,5.4,1,28,511,18.3,3,josh-palmer-1
8,Darnell Mooney*,Tulane,American,13,48,993,20.7,8,1,6,6.0,0,49,999,20.4,8,darnell-mooney-1
9,Randall St. Felix*,South Florida,American,11,33,679,20.6,4,0,0,,0,33,679,20.6,4,randall-st-felix-1
10,Jon'Vea Johnson*,Toledo,MAC,13,32,660,20.6,9,0,0,,0,32,660,20.6,9,jonvea-johnson-1
11,Tre Turner*,Virginia Tech,ACC,12,26,535,20.6,4,8,101,12.6,1,34,636,18.7,5,tre-turner-2
12,Seth Williams*,Auburn,SEC,13,26,534,20.5,5,0,0,,0,26,534,20.5,5,seth-williams-1
13,D'Wayne Eskridge*,Western Michigan,MAC,11,38,776,20.4,3,0,0,,0,38,776,20.4,3,dwayne-eskridge-1
14,Austin Maloney*,Florida International,CUSA,13,30,610,20.3,5,0,0,,0,30,610,20.3,5,austin-maloney-1
15,Terry McLaurin*,Ohio State,Big Ten,14,35,701,20.0,11,0,0,,0,35,701,20.0,11,terry-mclaurin-1
16,Marcus Bennett,Air Force,MWC,12,24,465,19.4,3,0,2,,0,24,467,19.5,3,marcus-bennett-1
17,Jerry Jeudy*,Alabama,SEC,15,68,1315,19.3,14,0,0,,0,68,1315,19.3,14,jerry-jeudy-1
18,Darius Slayton*,Auburn,SEC,12,35,670,19.1,5,0,0,,0,35,670,19.1,5,darius-slayton-1
19,Jaylen Waddle*,Alabama,SEC,15,45,848,18.8,7,0,0,,0,45,848,18.8,7,jaylen-waddle-1
20,Joe Reed*,Virginia,ACC,13,25,465,18.6,7,3,15,5.0,0,28,480,17.1,7,joe-reed-4
21,Michael Pittman Jr.,USC,Pac-12,11,41,758,18.5,6,1,9,9.0,0,42,767,18.3,6,michael-pittman-jr-1
22,Jaylen Dixon*,Utah,Pac-12,14,32,589,18.4,2,1,-3,-3.0,0,33,586,17.8,2,jaylen-dixon-1
23,Tre Walker,San Jose State,MWC,9,39,714,18.3,5,1,0,0.0,0,40,714,17.9,5,tre-walker-3
24,Rashad Medaris*,Cincinnati,American,12,26,472,18.2,3,0,0,,0,26,472,18.2,3,rashad-medaris-1
25,Shawn Poindexter,Arizona,Pac-12,12,42,759,18.1,11,0,0,,0,42,759,18.1,11,shawn-poindexter-1
26,Tony Ellison,Arizona,Pac-12,12,29,525,18.1,6,1,-7,-7.0,0,30,518,17.3,6,tony-ellison-1
27,KJ Hamler*,Penn State,Big Ten,13,42,754,18.0,5,4,44,11.0,1,46,798,17.3,6,kj-hamler-1
28,CeeDee Lamb*,Oklahoma,Big 12,14,65,1158,17.8,11,0,0,,0,65,1158,17.8,11,ceedee-lamb-1
29,Jamal Custis*,Syracuse,ACC,13,51,906,17.8,6,1,-5,-5.0,0,52,901,17.3,6,jamal-custis-1
30,Anthony Johnson*,Buffalo,MAC,13,57,1011,17.7,11,0,0,,0,57,1011,17.7,11,anthony-johnson-13
31,Marquise Brown*,Oklahoma,Big 12,14,75,1318,17.6,10,2,0,0.0,0,77,1318,17.1,10,marquise-brown-1
32,Corey Sutton*,Appalachian State,Sun Belt,13,44,773,17.6,10,0,0,,0,44,773,17.6,10,corey-sutton-2
33,Aaren Vaughns*,Utah State,MWC,13,33,581,17.6,5,12,100,8.3,0,45,681,15.1,5,aaren-vaughns-1
34,Matt Bushman*,Brigham Young,Ind,13,29,511,17.6,2,0,0,,0,29,511,17.6,2,matt-bushman-1
35,Darnell Salomon*,South Florida,American,10,25,440,17.6,4,0,0,,0,25,440,17.6,4,darnell-salomon-1
36,McLane Mannix*,Nevada,MWC,12,50,875,17.5,7,3,25,8.3,0,53,900,17.0,7,mclane-mannix-1
37,Tylan Wallace*,Oklahoma State,Big 12,13,86,1491,17.3,12,1,6,6.0,1,87,1497,17.2,13,tylan-wallace-1
38,Jace Sternberger*,Texas A&M,SEC,13,48,832,17.3,10,1,4,4.0,0,49,836,17.1,10,jace-sternberger-1
39,Keith Corbin*,Houston,American,12,40,691,17.3,10,4,5,1.3,0,44,696,15.8,10,keith-corbin-1
40,Travis Fulgham,Old Dominion,CUSA,12,63,1083,17.2,9,0,0,,0,63,1083,17.2,9,travis-fulgham-1
41,Marcus Green,Louisiana-Monroe,Sun Belt,12,50,855,17.1,8,20,193,9.7,1,70,1048,15.0,9,marcus-green-6
42,Brycen Hopkins*,Purdue,Big Ten,13,34,583,17.1,2,0,0,,0,34,583,17.1,2,brycen-hopkins-1
43,Gary Jennings*,West Virginia,Big 12,11,54,917,17.0,13,0,0,,0,54,917,17.0,13,gary-jennings-1
44,JoJo Ward*,Hawaii,MWC,14,51,865,17.0,9,0,0,,0,51,865,17.0,9,jojo-ward-1
45,C.J. Worton*,Florida International,CUSA,13,37,627,16.9,6,0,0,,0,37,627,16.9,6,cj-worton-1
46,Chatarius Atwell,Louisville,ACC,12,24,406,16.9,2,1,-5,-5.0,0,25,401,16.0,2,chatarius-atwell-1
47,JJ Arcega-Whiteside*,Stanford,Pac-12,12,63,1059,16.8,14,0,0,,0,63,1059,16.8,14,jj-arcega-whiteside-1
48,K.J. Osborn*,Buffalo,MAC,14,53,892,16.8,7,5,16,3.2,0,58,908,15.7,7,kj-osborn-1
49,Colby Parkinson*,Stanford,Pac-12,13,29,485,16.7,7,0,0,,0,29,485,16.7,7,colby-parkinson-1
50,Terry Wright*,Purdue,Big Ten,13,28,468,16.7,5,1,1,1.0,1,29,469,16.2,6,terry-wright-2
51,Andy Isabella,Massachusetts,Ind,12,102,1698,16.6,13,11,79,7.2,1,113,1777,15.7,14,andy-isabella-1
52,Nico Collins*,Michigan,Big Ten,13,38,632,16.6,6,0,0,,0,38,632,16.6,6,nico-collins-1
53,La'Michael Pettway,Arkansas,SEC,12,30,499,16.6,4,0,0,,0,30,499,16.6,4,lamichael-pettway-1
54,Terren Encalade*,Tulane,American,13,44,727,16.5,5,5,56,11.2,0,49,783,16.0,5,terren-encalade-1
55,DeVonta Smith*,Alabama,SEC,14,42,693,16.5,6,0,0,,0,42,693,16.5,6,devonta-smith-1
56,Andre Wilson*,UAB,CUSA,14,32,529,16.5,5,7,104,14.9,1,39,633,16.2,6,andre-wilson-1
57,Anthony Ratliff-Williams,North Carolina,ACC,11,42,689,16.4,2,11,83,7.5,1,53,772,14.6,3,anthony-ratliff-williams-1
58,Osirus Mitchell*,Mississippi State,SEC,13,26,427,16.4,4,0,0,,0,26,427,16.4,4,osirus-mitchell-1
59,Damonte Coxie*,Memphis,American,14,72,1174,16.3,7,0,0,,0,72,1174,16.3,7,damonte-coxie-1
60,Kwadarrius Smith,Akron,MAC,11,33,538,16.3,3,8,24,3.0,0,41,562,13.7,3,kwadarrius-smith-1
61,A.J. Taylor*,Wisconsin,Big Ten,13,32,521,16.3,3,0,0,,0,32,521,16.3,3,aj-taylor-1
62,Dalton Schoen,Kansas State,Big 12,11,32,520,16.3,2,0,0,,0,32,520,16.3,2,dalton-schoen-1
63,John Hightower,Boise State,MWC,10,31,504,16.3,6,8,163,20.4,2,39,667,17.1,8,john-hightower-1
64,Scott Miller,Bowling Green State,MAC,11,71,1148,16.2,9,4,16,4.0,0,75,1164,15.5,9,scott-miller-3
65,Justin Jefferson*,LSU,SEC,13,54,875,16.2,6,5,26,5.2,0,59,901,15.3,6,justin-jefferson-1
66,Isaac Zico*,Purdue,Big Ten,13,46,743,16.2,6,0,0,,0,46,743,16.2,6,isaac-zico-1
67,Caleb Wilson,UCLA,Pac-12,12,60,965,16.1,4,1,4,4.0,0,61,969,15.9,4,caleb-wilson-2
68,Henry Ruggs III*,Alabama,SEC,15,46,741,16.1,11,0,0,,0,46,741,16.1,11,henry-ruggs-iii-1
69,Irv Smith Jr.*,Alabama,SEC,15,44,710,16.1,7,0,0,,0,44,710,16.1,7,irv-smith-jr-1
70,Jeff Thomas*,Miami (FL),ACC,11,35,563,16.1,3,1,19,19.0,0,36,582,16.2,3,jeff-thomas-6
71,Zach Gentry*,Michigan,Big Ten,13,32,514,16.1,2,0,0,,0,32,514,16.1,2,zach-gentry-2
72,Jamire Jordan*,Fresno State,MWC,14,27,434,16.1,3,0,0,,0,27,434,16.1,3,jamire-jordan-1
73,Antoine Wesley,Texas Tech,Big 12,12,88,1410,16.0,9,1,-2,-2.0,0,89,1408,15.8,9,antoine-wesley-1
74,Dredrick Snelson*,UCF,American,12,43,688,16.0,5,1,4,4.0,0,44,692,15.7,5,dredrick-snelson-1
75,Marquez Callaway,Tennessee,SEC,12,37,592,16.0,2,0,0,,0,37,592,16.0,2,marquez-callaway-1
76,Jacquez Sloan,Western Kentucky,CUSA,9,31,495,16.0,0,2,4,2.0,0,33,499,15.1,0,jacquez-sloan-1
77,Chris Autman-Bell*,Minnesota,Big Ten,13,28,449,16.0,0,0,0,,0,28,449,16.0,0,chris-autman-bell-1
78,Keith Gavin,Florida State,ACC,12,26,415,16.0,1,0,0,,0,26,415,16.0,1,keith-gavin-1
79,Papi White*,Ohio,MAC,13,62,987,15.9,9,3,24,8.0,1,65,1011,15.6,10,papi-white-1
80,Tee Higgins*,Clemson,ACC,15,59,936,15.9,12,0,0,,0,59,936,15.9,12,tee-higgins-1
81,Tyron Johnson*,Oklahoma State,Big 12,13,53,845,15.9,7,1,1,1.0,1,54,846,15.7,8,tyron-johnson-1
82,Johnnie Dixon*,Ohio State,Big Ten,14,42,669,15.9,8,0,0,,0,42,669,15.9,8,johnnie-dixon-1
83,Kobay White,Boston College,ACC,12,33,526,15.9,3,5,0,0.0,0,38,526,13.8,3,kobay-white-1
84,Dillon Mitchell*,Oregon,Pac-12,13,75,1184,15.8,10,1,5,5.0,0,76,1189,15.6,10,dillon-mitchell-1
85,Ty Jones*,Washington,Pac-12,13,31,491,15.8,6,0,0,,0,31,491,15.8,6,ty-jones-3
86,Ty Jones*,Washington,Pac-12,14,31,491,15.8,6,0,0,,0,31,491,15.8,6,ty-jones-4
87,Damon Hazelton Jr.*,Virginia Tech,ACC,13,51,802,15.7,8,1,4,4.0,0,52,806,15.5,8,damon-hazelton-jr-1
88,Jalen Greene*,Utah State,MWC,13,44,689,15.7,6,0,0,,0,44,689,15.7,6,jalen-greene-1
89,Damion Willis*,Troy,Sun Belt,11,56,876,15.6,10,0,0,,0,56,876,15.6,10,damion-willis-1
90,Mecole Hardman*,Georgia,SEC,14,34,532,15.6,7,5,36,7.2,0,39,568,14.6,7,mecole-hardman-1
91,A.J. Brown,Ole Miss,SEC,12,85,1320,15.5,6,0,0,,0,85,1320,15.5,6,aj-brown-3
92,Jared Pinkney*,Vanderbilt,SEC,13,50,774,15.5,7,0,0,,0,50,774,15.5,7,jared-pinkney-1
93,Diontae Johnson*,Toledo,MAC,13,49,761,15.5,8,2,17,8.5,0,51,778,15.3,8,diontae-johnson-1
94,T.J. Hockenson*,Iowa,Big Ten,13,49,760,15.5,6,1,4,4.0,1,50,764,15.3,7,tj-hockenson-1
95,Delane Hart-Johnson,New Mexico,MWC,12,33,512,15.5,5,0,0,,0,33,512,15.5,5,delane-hart-johnson-1
96,Jalen Knox*,Missouri,SEC,10,27,419,15.5,3,3,11,3.7,0,30,430,14.3,3,jalen-knox-1
97,Jalen Knox*,Missouri,SEC,13,27,419,15.5,3,3,11,3.7,0,30,430,14.3,3,jalen-knox-2
98,Bryan Edwards*,South Carolina,SEC,13,55,846,15.4,7,0,0,,0,55,846,15.4,7,bryan-edwards-1
99,Gabriel Davis*,UCF,American,12,53,815,15.4,7,0,0,,0,53,815,15.4,7,gabriel-davis-1
100,Reggie Roberson Jr.,SMU,American,10,52,802,15.4,6,3,10,3.3,0,55,812,14.8,6,reggie-roberson-jr-1
101,Malcolm Williams,Coastal Carolina,Sun Belt,12,47,724,15.4,5,10,22,2.2,1,57,746,13.1,6,malcolm-williams-4
102,Courtney Lark*,Houston,American,9,35,539,15.4,5,0,0,,0,35,539,15.4,5,courtney-lark-1
103,Adrian Hardy*,Louisiana Tech,CUSA,13,75,1145,15.3,6,0,0,,0,75,1145,15.3,6,adrian-hardy-1
104,A.J. Richardson,Boise State,MWC,13,54,825,15.3,8,0,0,,0,54,825,15.3,8,aj-richardson-1
105,Jaylen Smith,Louisville,ACC,12,36,550,15.3,1,0,0,,0,36,550,15.3,1,jaylen-smith-1
106,Felton Davis III*,Michigan State,Big Ten,7,31,474,15.3,4,2,50,25.0,1,33,524,15.9,5,felton-davis-iii-1
107,Ky'Jon Tyler,Coastal Carolina,Sun Belt,11,26,397,15.3,2,3,44,14.7,1,29,441,15.2,3,kyjon-tyler-1
108,Trevon Brown,East Carolina,American,12,74,1123,15.2,9,1,-2,-2.0,0,75,1121,14.9,9,trevon-brown-1
109,David Sills*,West Virginia,Big 12,12,65,986,15.2,15,0,14,,0,65,1000,15.4,15,david-sills-1
110,Marcus Simms*,West Virginia,Big 12,11,46,699,15.2,2,1,5,5.0,0,47,704,15.0,2,marcus-simms-1
111,Ja'Marcus Bradley*,Louisiana,Sun Belt,14,40,608,15.2,10,1,5,5.0,0,41,613,15.0,10,jamarcus-bradley-1
112,James Price,Wyoming,MWC,12,26,395,15.2,1,2,10,5.0,0,28,405,14.5,1,james-price-3
113,John Ursua*,Hawaii,MWC,13,89,1343,15.1,16,2,4,2.0,1,91,1347,14.8,17,john-ursua-1
114,Aaron Fuller*,Washington,Pac-12,14,58,874,15.1,4,0,0,,0,58,874,15.1,4,aaron-fuller-1
115,Kyle Buss,Connecticut,American,12,32,482,15.1,3,0,0,,0,32,482,15.1,3,kyle-buss-1
116,Tyler Johnson*,Minnesota,Big Ten,13,78,1169,15.0,12,0,0,,0,78,1169,15.0,12,tyler-johnson-6
117,Rico Bussey Jr.*,North Texas,CUSA,12,68,1017,15.0,12,0,0,,0,68,1017,15.0,12,rico-bussey-jr-1
118,Shi Smith*,South Carolina,SEC,12,45,673,15.0,4,0,0,,0,45,673,15.0,4,shi-smith-1
119,Kawaan Baker,South Alabama,Sun Belt,12,33,494,15.0,4,59,251,4.3,9,92,745,8.1,13,kawaan-baker-1
120,Sadiq Palmer,Massachusetts,Ind,12,28,419,15.0,2,0,0,,0,28,419,15.0,2,sadiq-palmer-1
121,N'Keal Harry*,Arizona State,Pac-12,12,73,1088,14.9,9,7,10,1.4,1,80,1098,13.7,10,nkeal-harry-1
122,Jalen Guyton*,North Texas,CUSA,13,54,805,14.9,6,0,0,,0,54,805,14.9,6,jalen-guyton-1
123,Isaiah Hodgins,Oregon State,Pac-12,11,59,876,14.8,5,0,0,,0,59,876,14.8,5,isaiah-hodgins-1
124,Miles Boykin*,Notre Dame,Ind,13,59,872,14.8,8,0,0,,0,59,872,14.8,8,miles-boykin-1
125,Darren Woods Jr.,UNLV,MWC,11,24,355,14.8,5,0,0,,0,24,355,14.8,5,darren-woods-jr-1
126,Jalen Reagor*,TCU,Big 12,13,72,1061,14.7,9,13,170,13.1,2,85,1231,14.5,11,jalen-reagor-1
127,Olabisi Johnson,Colorado State,MWC,11,54,796,14.7,4,0,0,,0,54,796,14.7,4,olabisi-johnson-1
128,Harrison Bryant,Florida Atlantic,CUSA,12,45,662,14.7,4,1,2,2.0,0,46,664,14.4,4,harrison-bryant-1
129,Maurice Ffrench*,Pitt,ACC,14,35,515,14.7,6,19,164,8.6,2,54,679,12.6,8,maurice-ffrench-1
130,Jonah Morris,Akron,MAC,9,26,381,14.7,1,1,1,1.0,0,27,382,14.1,1,jonah-morris-1
131,Jonah Morris,Akron,MAC,12,26,381,14.7,1,1,1,1.0,0,27,382,14.1,1,jonah-morris-2
132,Kelvin Harmon*,North Carolina State,ACC,12,81,1186,14.6,7,0,0,,0,81,1186,14.6,7,kelvin-harmon-1
133,Antonio Gandy-Golden,Liberty,Ind,11,71,1037,14.6,10,0,0,,0,71,1037,14.6,10,antonio-gandy-golden-1
134,Alex Bachman*,Wake Forest,ACC,12,37,541,14.6,6,0,0,,0,37,541,14.6,6,alex-bachman-1
135,RJ Turner,Louisiana-Monroe,Sun Belt,11,36,526,14.6,1,0,0,,0,36,526,14.6,1,rj-turner-1
136,Jauan Jennings,Tennessee,SEC,12,30,438,14.6,3,0,0,,0,30,438,14.6,3,jauan-jennings-1
137,Collin Johnson*,Texas,Big 12,13,68,985,14.5,7,0,0,,0,68,985,14.5,7,collin-johnson-2
138,Omar Bayless*,Arkansas State,Sun Belt,12,39,566,14.5,2,0,0,,0,39,566,14.5,2,omar-bayless-1
139,Sean Modster,Boise State,MWC,13,68,978,14.4,8,0,0,,0,68,978,14.4,8,sean-modster-1
140,Riley Miller,Ball State,MAC,12,61,878,14.4,7,0,0,,0,61,878,14.4,7,riley-miller-1
141,Denzel Mims*,Baylor,Big 12,12,55,794,14.4,8,0,0,,0,55,794,14.4,8,denzel-mims-1
142,Van Jefferson*,Florida,SEC,13,35,503,14.4,6,0,0,,0,35,503,14.4,6,van-jefferson-1
143,Brandon Aiyuk*,Arizona State,Pac-12,13,33,474,14.4,3,0,0,,0,33,474,14.4,3,brandon-aiyuk-1
144,Stanley Morgan Jr.,Nebraska,Big Ten,12,70,1004,14.3,7,1,4,4.0,0,71,1008,14.2,7,stanley-morgan-jr-1
145,Isaac Nauta*,Georgia,SEC,14,30,430,14.3,3,0,31,,1,30,461,15.4,4,isaac-nauta-1
146,Deebo Samuel*,South Carolina,SEC,12,62,882,14.2,11,8,26,3.3,0,70,908,13.0,11,deebo-samuel-1
147,Jayden Reed*,Western Michigan,MAC,13,56,797,14.2,8,1,-9,-9.0,0,57,788,13.8,8,jayden-reed-1
148,Sage Surratt*,Wake Forest,ACC,13,41,581,14.2,4,0,0,,0,41,581,14.2,4,sage-surratt-1
149,Chris Platt*,Baylor,Big 12,13,36,511,14.2,1,2,31,15.5,0,38,542,14.3,1,chris-platt-1
150,Pat Freiermuth*,Penn State,Big Ten,13,26,368,14.2,8,0,0,,0,26,368,14.2,8,pat-freiermuth-1
